shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
50,24.46317,39.60526,145,
50,24.46313,39.60466,146,
50,24.46314,39.60447,147,
50,24.46318,39.60422,148,
50,24.46326,39.60399,149,
50,24.46332,39.60383,150,
50,24.46341,39.60366,151,
50,24.46351,39.6035,152,
50,24.46363,39.60337,153,
50,24.46376,39.60324,154,
50,24.46393,39.60309,155,
50,24.46419,39.60292,156,
50,24.46446,39.60278,157,
50,24.46468,39.60268,158,
50,24.46515,39.60255,159,
50,24.4655,39.60249,160,
50,24.46587,39.60242,161,
50,24.46637,39.60239,162,
50,24.46724,39.60235,163,
50,24.46792,39.60237,164,
50,24.46835,39.60239,165,
50,24.46878,39.60245,166,
50,24.46932,39.60253,167,
50,24.47007,39.6027,168,
50,24.4705,39.60285,169,
50,24.4709,39.603,170,
50,24.47136,39.60318,171,
50,24.47187,39.60343,172,
50,24.47236,39.60368,173,
50,24.47266,39.60389,174,
50,24.47299,39.60415,175,
50,24.47319,39.60434,176,
50,24.47346,39.60474,177,
50,24.47354,39.60497,178,
50,24.47362,39.60519,179,
50,24.47369,39.60543,180,
50,24.47373,39.60564,181,
50,24.47378,39.60592,182,
50,24.47381,39.60624,183,
50,24.47383,39.60648,184,
50,24.47389,39.60704,185,
50,24.47389,39.60715,186,
50,24.47386,39.60721,187,
50,24.4738,39.60723,188,
50,24.47372,39.60723,189,
50,24.47266,39.60723,190,
50,24.47266,39.60739,191,
50,24.47265,39.60758,192,
50,24.47263,39.6091,193,
50,24.47263,39.60966,194,
50,24.47261,39.61062,195,
50,24.47261,39.61102,196,
50,24.47236,39.61103,197,
50,24.47209,39.61103,198,
50,24.47175,39.61104,199,
50,24.47161,39.61104,200,
50,24.4715,39.611,201,
50,24.47142,39.61103,202,
50,24.47137,39.61112,203,
51,24.47137,39.61114,1,
51,24.47141,39.61122,2,
51,24.47147,39.61127,3,
51,24.47155,39.61125,4,
51,24.47161,39.61121,5,
51,24.47219,39.61122,6,
51,24.47259,39.61121,7,
51,24.47258,39.61286,8,
51,24.47257,39.61341,9,
51,24.47256,39.61377,10,
51,24.4727,39.61379,11,
51,24.47286,39.61381,12,
51,24.47305,39.61382,13,
51,24.47324,39.61384,14,
51,24.47336,39.61389,15,
51,24.47342,39.61397,16,
51,24.47344,39.61408,17,
51,24.47322,39.61493,18,
51,24.47303,39.61572,19,
51,24.47292,39.61612,20,
51,24.47266,39.61666,21,
51,24.47249,39.61692,22,
51,24.47197,39.6176,23,
51,24.4714,39.61808,24,
51,24.4711,39.61831,25,
51,24.47048,39.61869,26,
51,24.46989,39.61901,27,
51,24.46939,39.6192,28,
51,24.46915,39.61927,29,
51,24.46899,39.61929,30,
51,24.46893,39.61937,31,
51,24.46886,39.61943,32,
51,24.46877,39.61955,33,
51,24.46869,39.6197,34,
51,24.46871,39.62039,35,
51,24.46877,39.62157,36,
51,24.46884,39.62276,37,
51,24.46892,39.62394,38,
51,24.46901,39.62508,39,
51,24.46914,39.62694,40,
51,24.46929,39.62887,41,
51,24.46939,39.62983,42,
51,24.46955,39.63163,43,
51,24.46964,39.63287,44,
51,24.46974,39.63414,45,
51,24.46995,39.63687,46,
51,24.47014,39.63956,47,
51,24.47028,39.64146,48,
51,24.47059,39.64532,49,
51,24.47082,39.64844,50,
51,24.47099,39.65012,51,
51,24.47109,39.65118,52,
51,24.47121,39.65264,53,
51,24.47131,39.654,54,
51,24.47145,39.65588,55,
51,24.4716,39.65784,56,
51,24.47173,39.65951,57,
51,24.47176,39.66005,58,
51,24.47176,39.66028,59,
51,24.4717,39.66052,60,
51,24.47162,39.66076,61,
51,24.47149,39.66101,62,
51,24.47136,39.66122,63,
51,24.47128,39.66143,64,
51,24.47122,39.66163,65,
51,24.4712,39.66172,66,
51,24.47118,39.66185,67,
51,24.47116,39.66199,68,
51,24.47119,39.66213,69,
51,24.47122,39.66226,70,
51,24.4713,39.66237,71,
51,24.47137,39.66244,72,
51,24.47147,39.66253,73,
51,24.47155,39.66258,74,
51,24.47166,39.66266,75,
51,24.47175,39.66273,76,
51,24.47187,39.66282,77,
51,24.47195,39.6629,78,
51,24.472,39.66301,79,
51,24.47203,39.66319,80,
51,24.47215,39.6648,81,
51,24.47223,39.66578,82,
51,24.47231,39.66676,83,
51,24.47278,39.67248,84,
51,24.47307,39.67635,85,
51,24.47323,39.67831,86,
51,24.47337,39.68016,87,
51,24.47367,39.68403,88,
51,24.47389,39.68682,89,
51,24.47377,39.68728,90,
51,24.4738,39.6879,91,
51,24.47384,39.68855,92,
51,24.47389,39.68914,93,
51,24.47396,39.68981,94,
51,24.47404,39.69096,95,
51,24.47412,39.69202,96,
51,24.47425,39.69358,97,
51,24.47434,39.69454,98,
51,24.47443,39.69555,99,
51,24.47449,39.69659,100,
51,24.47447,39.69742,101,
51,24.47466,39.6999,102,
131,24.43886,39.61644,1,
131,24.43975,39.61619,2,
131,24.44065,39.62034,3,
131,24.44102,39.62179,4,
131,24.441,39.62424,5,
131,24.441,39.62517,6,
131,24.44098,39.62659,7,
131,24.44102,39.62823,8,
131,24.44065,39.62872,9,
131,24.44016,39.62874,10,
131,24.43992,39.6286,11,
131,24.43974,39.62838,12,
131,24.43955,39.62813,13,
131,24.43944,39.62771,14,
131,24.43946,39.62719,15,
131,24.43986,39.62638,16,
131,24.44355,39.62458,17,
131,24.44609,39.62329,18,
131,24.44748,39.62265,19,
131,24.44813,39.62243,20,
131,24.44876,39.62245,21,
131,24.45001,39.62262,22,
131,24.45054,39.62254,23,
131,24.45302,39.62154,24,
131,24.45443,39.61954,25,
131,24.45537,39.61861,26,
131,24.45625,39.61769,27,
131,24.45796,39.61487,28,
131,24.45895,39.61338,29,
131,24.45964,39.6122,30,
131,24.46025,39.61148,31,
131,24.46115,39.61101,32,
131,24.46197,39.6104,33,
131,24.46278,39.60965,34,
131,24.46296,39.60978,35,
131,24.46298,39.61046,36,
131,24.46293,39.61407,37,
131,24.46302,39.61478,38,
131,24.46312,39.61549,39,
131,24.46419,39.6176,40,
131,24.46479,39.6182,41,
131,24.46544,39.61881,42,
131,24.46645,39.61947,43,
131,24.46718,39.61965,44,
131,24.46798,39.6198,45,
131,24.46825,39.61976,46,
131,24.4689,39.61969,47,
131,24.47056,39.61908,48,
131,24.4724,39.61775,49,
131,24.47335,39.61604,50,
131,24.47404,39.61335,51,
131,24.4745,39.61108,52,
131,24.47374,39.61105,53,
131,24.47168,39.61103,54,
132,24.47173,39.61129,1,
132,24.47435,39.61119,2,
132,24.47443,39.60893,3,
132,24.4742,39.60645,4,
132,24.47385,39.60539,5,
132,24.46838,39.60667,6,
132,24.46602,39.60726,7,
132,24.46545,39.60752,8,
132,24.46496,39.60771,9,
132,24.46387,39.6086,10,
132,24.4628,39.60951,11,
132,24.46157,39.61068,12,
132,24.4612,39.61084,13,
132,24.45989,39.61111,14,
132,24.45921,39.61162,15,
132,24.45865,39.61247,16,
132,24.45756,39.61412,17,
132,24.45542,39.6173,18,
132,24.45436,39.61873,19,
132,24.45302,39.61968,20,
132,24.44968,39.62145,21,
132,24.44342,39.62431,22,
132,24.44254,39.62457,23,
132,24.4417,39.62466,24,
132,24.44139,39.62455,25,
132,24.44135,39.62388,26,
132,24.44129,39.62148,27,
132,24.44087,39.61925,28,
132,24.44029,39.61706,29,
132,24.44008,39.61604,30,
132,24.439,39.61633,31,
132,24.43833,39.61662,32,
132,24.43806,39.61682,33,
132,24.4378,39.61698,34,
132,24.43815,39.61704,35,
132,24.4385,39.61689,36,
