trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
NORMAL_03_103_Return_15:30,15:40:48,15:40:48,10,2,,,,,
NORMAL_03_103_Go_12:00,12:00:00,12:00:00,10,1,,,,,
NORMAL_03_103_Go_12:00,12:13:59,12:13:59,9,2,,,,,
NORMAL_03_106_Return_21:50,21:50:00,21:50:00,13,1,,,,,
NORMAL_03_106_Return_21:50,22:11:45,22:11:45,2,2,,,,,
NORMAL_03_104_Return_08:10,08:10:00,08:10:00,11,1,,,,,
NORMAL_03_104_Return_08:10,08:20:48,08:20:48,10,2,,,,,
NORMAL_03_104_Go_08:45,08:45:00,08:45:00,10,1,,,,,
NORMAL_03_104_Go_08:45,08:55:47,08:55:47,11,2,,,,,
NORMAL_03_104_Return_17:30,17:30:00,17:30:00,11,1,,,,,
NORMAL_03_104_Return_17:30,17:41:21,17:41:21,10,2,,,,,
NORMAL_03_107_Go_13:10,13:10:00,13:10:00,10,1,,,,,
NORMAL_03_107_Go_13:10,13:21:54,13:21:54,2,2,,,,,
NORMAL_03_101_Go_13:50,13:50:00,13:50:00,3,1,,,,,
NORMAL_03_101_Go_13:50,14:01:18,14:01:18,2,2,,,,,
NORMAL_03_102_Return_08:50,08:50:00,08:50:00,7,1,,,,,
NORMAL_03_102_Return_08:50,09:02:00,09:02:00,10,2,,,,,
NORMAL_03_103_Return_12:50,12:50:00,12:50:00,9,1,,,,,
NORMAL_03_103_Return_12:50,13:00:48,13:00:48,10,2,,,,,
NORMAL_03_107_Go_21:10,21:10:00,21:10:00,10,1,,,,,
NORMAL_03_107_Go_21:10,21:21:54,21:21:54,2,2,,,,,
NORMAL_03_104_Go_11:20,11:20:00,11:20:00,10,1,,,,,
NORMAL_03_104_Go_11:20,11:30:23,11:30:23,11,2,,,,,
NORMAL_03_104_Return_14:10,14:10:00,14:10:00,11,1,,,,,
NORMAL_03_104_Return_14:10,14:20:41,14:20:41,10,2,,,,,
NORMAL_03_106_Go_07:40,07:40:00,07:40:00,2,1,,,,,
NORMAL_03_106_Go_07:40,07:54:26,07:54:26,13,2,,,,,
NORMAL_03_103_Return_06:35,06:35:00,06:35:00,9,1,,,,,
NORMAL_03_103_Return_06:35,06:45:48,06:45:48,10,2,,,,,
NORMAL_03_104_Return_19:55,19:55:00,19:55:00,11,1,,,,,
NORMAL_03_104_Return_19:55,20:06:21,20:06:21,10,2,,,,,
NORMAL_03_103_Return_11:05,11:05:00,11:05:00,9,1,,,,,
NORMAL_03_103_Return_11:05,11:15:07,11:15:07,10,2,,,,,
NORMAL_03_104_Go_11:10,11:10:00,11:10:00,10,1,,,,,
NORMAL_03_104_Go_11:10,11:20:23,11:20:23,11,2,,,,,
NORMAL_03_103_Return_16:35,16:35:00,16:35:00,9,1,,,,,
NORMAL_03_103_Return_16:35,16:45:48,16:45:48,10,2,,,,,
NORMAL_03_104_Go_12:05,12:05:00,12:05:00,10,1,,,,,
NORMAL_03_104_Go_12:05,12:15:30,12:15:30,11,2,,,,,
NORMAL_03_104_Go_09:25,09:25:00,09:25:00,10,1,,,,,
NORMAL_03_104_Go_09:25,09:34:28,09:34:28,11,2,,,,,
NORMAL_03_107_Go_18:15,18:15:00,18:15:00,10,1,,,,,
NORMAL_03_107_Go_18:15,18:26:54,18:26:54,2,2,,,,,
NORMAL_03_105_Return_21:40,21:40:00,21:40:00,3,1,,,,,
NORMAL_03_105_Return_21:40,21:51:14,22:08:51,4,2,,,,,
NORMAL_03_105_Return_21:40,22:14:31,22:36:52,5,3,,,,,
NORMAL_03_105_Return_21:40,22:51:31,22:51:31,10,4,,,,,
NORMAL_03_102_Go_08:45,08:45:00,08:45:00,10,1,,,,,
NORMAL_03_102_Go_08:45,08:54:46,08:54:46,7,2,,,,,
NORMAL_03_106_Return_09:10,09:10:00,09:10:00,13,1,,,,,
NORMAL_03_106_Return_09:10,09:31:45,09:31:45,2,2,,,,,
NORMAL_03_106_Return_12:55,12:55:00,12:55:00,13,1,,,,,
NORMAL_03_106_Return_12:55,13:16:45,13:16:45,2,2,,,,,
NORMAL_03_107_Go_15:10,15:10:00,15:10:00,10,1,,,,,
NORMAL_03_107_Go_15:10,15:21:54,15:21:54,2,2,,,,,
NORMAL_03_105_Go_13:15,13:15:00,13:15:00,10,1,,,,,
NORMAL_03_105_Go_13:15,13:26:39,13:26:39,3,2,,,,,
NORMAL_03_101_Return_11:05,11:05:00,11:05:00,2,1,,,,,
NORMAL_03_101_Return_11:05,11:12:05,11:12:05,3,2,,,,,
NORMAL_03_103_Return_16:25,16:25:00,16:25:00,9,1,,,,,
NORMAL_03_103_Return_16:25,16:35:48,16:35:48,10,2,,,,,
NORMAL_03_103_Go_10:55,10:55:00,10:55:00,10,1,,,,,
NORMAL_03_103_Go_10:55,11:08:59,11:08:59,9,2,,,,,
NORMAL_03_103_Go_17:25,17:25:00,17:25:00,10,1,,,,,
NORMAL_03_103_Go_17:25,17:38:59,17:38:59,9,2,,,,,
NORMAL_03_101_Return_06:20,06:20:00,06:20:00,2,1,,,,,
NORMAL_03_101_Return_06:20,06:28:44,06:28:44,3,2,,,,,
NORMAL_03_103_Return_07:30,07:30:00,07:30:00,9,1,,,,,
NORMAL_03_103_Return_07:30,07:40:48,07:40:48,10,2,,,,,
NORMAL_03_101_Go_10:55,10:55:00,10:55:00,3,1,,,,,
NORMAL_03_101_Go_10:55,11:03:56,11:03:56,2,2,,,,,
NORMAL_03_101_Return_13:55,13:55:00,13:55:00,2,1,,,,,
NORMAL_03_101_Return_13:55,14:03:47,14:03:47,3,2,,,,,
NORMAL_03_103_Go_20:00,20:00:00,20:00:00,10,1,,,,,
NORMAL_03_103_Go_20:00,20:13:59,20:13:59,9,2,,,,,
NORMAL_03_106_Return_17:20,17:20:00,17:20:00,13,1,,,,,
NORMAL_03_106_Return_17:20,17:41:45,17:41:45,2,2,,,,,
NORMAL_03_105_Return_16:40,16:40:00,16:40:00,3,1,,,,,
NORMAL_03_105_Return_16:40,16:49:44,17:02:15,4,2,,,,,
NORMAL_03_105_Return_16:40,17:07:50,17:30:42,5,3,,,,,
NORMAL_03_105_Return_16:40,17:45:19,17:45:19,10,4,,,,,
NORMAL_03_107_Go_19:35,19:35:00,19:35:00,10,1,,,,,
NORMAL_03_107_Go_19:35,19:46:54,19:46:54,2,2,,,,,
NORMAL_03_102_Go_20:05,20:05:00,20:05:00,10,1,,,,,
NORMAL_03_102_Go_20:05,20:16:54,20:16:54,7,2,,,,,
NORMAL_03_104_Go_14:45,14:45:00,14:45:00,10,1,,,,,
NORMAL_03_104_Go_14:45,14:56:12,14:56:12,11,2,,,,,
NORMAL_03_102_Return_13:00,13:00:00,13:00:00,7,1,,,,,
NORMAL_03_102_Return_13:00,13:12:14,13:12:14,10,2,,,,,
NORMAL_03_103_Return_18:20,18:20:00,18:20:00,9,1,,,,,
NORMAL_03_103_Return_18:20,18:30:48,18:30:48,10,2,,,,,
NORMAL_03_101_Return_14:25,14:25:00,14:25:00,2,1,,,,,
NORMAL_03_101_Return_14:25,14:33:12,14:33:12,3,2,,,,,
NORMAL_03_103_Return_11:30,11:30:00,11:30:00,9,1,,,,,
NORMAL_03_103_Return_11:30,11:40:07,11:40:07,10,2,,,,,
NORMAL_03_102_Go_12:40,12:40:00,12:40:00,10,1,,,,,
NORMAL_03_102_Go_12:40,12:49:37,12:49:37,7,2,,,,,
NORMAL_03_106_Return_19:50,19:50:00,19:50:00,13,1,,,,,
NORMAL_03_106_Return_19:50,20:11:45,20:11:45,2,2,,,,,
NORMAL_03_104_Go_14:00,14:00:00,14:00:00,10,1,,,,,
NORMAL_03_104_Go_14:00,14:11:12,14:11:12,11,2,,,,,
NORMAL_03_106_Return_07:25,07:25:00,07:25:00,13,1,,,,,
NORMAL_03_106_Return_07:25,07:46:45,07:46:45,2,2,,,,,
NORMAL_03_101_Return_16:35,16:35:00,16:35:00,2,1,,,,,
NORMAL_03_101_Return_16:35,16:42:20,16:42:20,3,2,,,,,
NORMAL_03_101_Return_10:10,10:10:00,10:10:00,2,1,,,,,
NORMAL_03_101_Return_10:10,10:17:04,10:17:04,3,2,,,,,
NORMAL_03_104_Go_08:00,08:00:00,08:00:00,10,1,,,,,
NORMAL_03_104_Go_08:00,08:10:47,08:10:47,11,2,,,,,
NORMAL_03_105_Return_12:40,12:40:00,12:40:00,3,1,,,,,
NORMAL_03_105_Return_12:40,12:48:33,12:51:30,4,2,,,,,
NORMAL_03_105_Return_12:40,12:56:24,13:11:34,5,3,,,,,
NORMAL_03_105_Return_12:40,13:30:53,13:30:53,10,4,,,,,
NORMAL_03_104_Return_11:30,11:30:00,11:30:00,11,1,,,,,
NORMAL_03_104_Return_11:30,11:40:43,11:40:43,10,2,,,,,
NORMAL_03_106_Go_11:45,11:45:00,11:45:00,2,1,,,,,
NORMAL_03_106_Go_11:45,11:59:26,11:59:26,13,2,,,,,
NORMAL_03_106_Go_16:20,16:20:00,16:20:00,2,1,,,,,
NORMAL_03_106_Go_16:20,16:34:26,16:34:26,13,2,,,,,
NORMAL_03_106_Return_20:55,20:55:00,20:55:00,13,1,,,,,
NORMAL_03_106_Return_20:55,21:16:45,21:16:45,2,2,,,,,
NORMAL_03_102_Go_12:45,12:45:00,12:45:00,10,1,,,,,
NORMAL_03_102_Go_12:45,12:54:37,12:54:37,7,2,,,,,
NORMAL_03_105_Go_12:45,12:45:00,12:45:00,10,1,,,,,
NORMAL_03_105_Go_12:45,12:55:57,12:55:57,3,2,,,,,
NORMAL_03_106_Go_22:25,22:25:00,22:25:00,2,1,,,,,
NORMAL_03_106_Go_22:25,22:39:26,22:39:26,13,2,,,,,
NORMAL_03_101_Return_08:50,08:50:00,08:50:00,2,1,,,,,
NORMAL_03_101_Return_08:50,08:57:36,08:57:36,3,2,,,,,
NORMAL_03_105_Return_21:10,21:10:00,21:10:00,3,1,,,,,
NORMAL_03_105_Return_21:10,21:21:14,21:38:51,4,2,,,,,
NORMAL_03_105_Return_21:10,21:44:31,22:06:52,5,3,,,,,
NORMAL_03_105_Return_21:10,22:21:31,22:21:31,10,4,,,,,
NORMAL_03_107_Go_17:35,17:35:00,17:35:00,10,1,,,,,
NORMAL_03_107_Go_17:35,17:46:54,17:46:54,2,2,,,,,
NORMAL_03_101_Go_16:00,16:00:00,16:00:00,3,1,,,,,
NORMAL_03_101_Go_16:00,16:08:07,16:08:07,2,2,,,,,
NORMAL_03_106_Go_20:50,20:50:00,20:50:00,2,1,,,,,
NORMAL_03_106_Go_20:50,21:04:26,21:04:26,13,2,,,,,
NORMAL_03_102_Return_15:55,15:55:00,15:55:00,7,1,,,,,
NORMAL_03_102_Return_15:55,16:06:00,16:06:00,10,2,,,,,
NORMAL_03_107_Go_20:05,20:05:00,20:05:00,10,1,,,,,
NORMAL_03_107_Go_20:05,20:16:54,20:16:54,2,2,,,,,
NORMAL_03_103_Return_17:45,17:45:00,17:45:00,9,1,,,,,
NORMAL_03_103_Return_17:45,17:55:48,17:55:48,10,2,,,,,
NORMAL_03_104_Return_20:25,20:25:00,20:25:00,11,1,,,,,
NORMAL_03_104_Return_20:25,20:36:21,20:36:21,10,2,,,,,
NORMAL_03_107_Return_16:20,16:20:00,16:20:00,2,1,,,,,
NORMAL_03_107_Return_16:20,16:29:39,16:29:39,10,2,,,,,
NORMAL_03_106_Return_10:55,10:55:00,10:55:00,13,1,,,,,
NORMAL_03_106_Return_10:55,11:16:45,11:16:45,2,2,,,,,
NORMAL_03_103_Return_13:40,13:40:00,13:40:00,9,1,,,,,
NORMAL_03_103_Return_13:40,13:50:48,13:50:48,10,2,,,,,
NORMAL_03_103_Go_08:05,08:05:00,08:05:00,10,1,,,,,
NORMAL_03_103_Go_08:05,08:18:59,08:18:59,9,2,,,,,
NORMAL_03_101_Go_17:50,17:50:00,17:50:00,3,1,,,,,
NORMAL_03_101_Go_17:50,17:58:46,17:58:46,2,2,,,,,
NORMAL_03_107_Go_06:00,06:00:00,06:00:00,10,1,,,,,
NORMAL_03_107_Go_06:00,06:11:54,06:11:54,2,2,,,,,
NORMAL_03_104_Return_19:15,19:15:00,19:15:00,11,1,,,,,
NORMAL_03_104_Return_19:15,19:26:21,19:26:21,10,2,,,,,
NORMAL_03_104_Go_13:10,13:10:00,13:10:00,10,1,,,,,
NORMAL_03_104_Go_13:10,13:22:44,13:22:44,11,2,,,,,
NORMAL_03_103_Go_21:10,21:10:00,21:10:00,10,1,,,,,
NORMAL_03_103_Go_21:10,21:23:59,21:23:59,9,2,,,,,
NORMAL_03_104_Return_09:55,09:55:00,09:55:00,11,1,,,,,
NORMAL_03_104_Return_09:55,10:05:49,10:05:49,10,2,,,,,
NORMAL_03_104_Return_21:40,21:40:00,21:40:00,11,1,,,,,
NORMAL_03_104_Return_21:40,21:51:21,21:51:21,10,2,,,,,
NORMAL_03_103_Go_12:45,12:45:00,12:45:00,10,1,,,,,
NORMAL_03_103_Go_12:45,12:58:59,12:58:59,9,2,,,,,
NORMAL_03_104_Return_18:10,18:10:00,18:10:00,11,1,,,,,
NORMAL_03_104_Return_18:10,18:21:21,18:21:21,10,2,,,,,
NORMAL_03_107_Return_11:40,11:40:00,11:40:00,2,1,,,,,
NORMAL_03_107_Return_11:40,11:49:39,11:49:39,10,2,,,,,
NORMAL_03_103_Return_15:05,15:05:00,15:05:00,9,1,,,,,
NORMAL_03_103_Return_15:05,15:15:48,15:15:48,10,2,,,,,
NORMAL_03_107_Go_10:05,10:05:00,10:05:00,10,1,,,,,
NORMAL_03_107_Go_10:05,10:16:54,10:16:54,2,2,,,,,
NORMAL_03_104_Go_09:50,09:50:00,09:50:00,10,1,,,,,
NORMAL_03_104_Go_09:50,09:59:28,09:59:28,11,2,,,,,
NORMAL_03_103_Return_18:10,18:10:00,18:10:00,9,1,,,,,
NORMAL_03_103_Return_18:10,18:20:48,18:20:48,10,2,,,,,
NORMAL_03_106_Return_07:10,07:10:00,07:10:00,13,1,,,,,
NORMAL_03_106_Return_07:10,07:31:45,07:31:45,2,2,,,,,
NORMAL_03_101_Return_15:45,15:45:00,15:45:00,2,1,,,,,
NORMAL_03_101_Return_15:45,15:52:36,15:52:36,3,2,,,,,
NORMAL_03_107_Return_10:50,10:50:00,10:50:00,2,1,,,,,
NORMAL_03_107_Return_10:50,10:59:39,10:59:39,10,2,,,,,
NORMAL_03_103_Go_18:05,18:05:00,18:05:00,10,1,,,,,
NORMAL_03_103_Go_18:05,18:18:59,18:18:59,9,2,,,,,
NORMAL_03_102_Return_09:05,09:05:00,09:05:00,7,1,,,,,
NORMAL_03_102_Return_09:05,09:15:48,09:15:48,10,2,,,,,
NORMAL_03_102_Return_08:25,08:25:00,08:25:00,7,1,,,,,
NORMAL_03_102_Return_08:25,08:37:00,08:37:00,10,2,,,,,
NORMAL_03_105_Go_13:45,13:45:00,13:45:00,10,1,,,,,
NORMAL_03_105_Go_13:45,13:56:39,13:56:39,3,2,,,,,
NORMAL_03_106_Go_06:35,06:35:00,06:35:00,2,1,,,,,
NORMAL_03_106_Go_06:35,06:49:26,06:49:26,13,2,,,,,
NORMAL_03_107_Return_07:55,07:55:00,07:55:00,2,1,,,,,
NORMAL_03_107_Return_07:55,08:04:39,08:04:39,10,2,,,,,
NORMAL_03_106_Return_15:25,15:25:00,15:25:00,13,1,,,,,
NORMAL_03_106_Return_15:25,15:46:45,15:46:45,2,2,,,,,
NORMAL_03_105_Go_13:00,13:00:00,13:00:00,10,1,,,,,
NORMAL_03_105_Go_13:00,13:11:39,13:11:39,3,2,,,,,
NORMAL_03_106_Return_10:00,10:00:00,10:00:00,13,1,,,,,
NORMAL_03_106_Return_10:00,10:21:45,10:21:45,2,2,,,,,
NORMAL_03_101_Go_17:35,17:35:00,17:35:00,3,1,,,,,
NORMAL_03_101_Go_17:35,17:43:46,17:43:46,2,2,,,,,
NORMAL_03_101_Return_21:15,21:15:00,21:15:00,2,1,,,,,
NORMAL_03_101_Return_21:15,21:22:35,21:22:35,3,2,,,,,
NORMAL_03_106_Return_15:50,15:50:00,15:50:00,13,1,,,,,
NORMAL_03_106_Return_15:50,16:11:45,16:11:45,2,2,,,,,
NORMAL_03_102_Go_09:10,09:10:00,09:10:00,10,1,,,,,
NORMAL_03_102_Go_09:10,09:19:29,09:19:29,7,2,,,,,
NORMAL_03_106_Go_17:55,17:55:00,17:55:00,2,1,,,,,
NORMAL_03_106_Go_17:55,18:09:26,18:09:26,13,2,,,,,
NORMAL_03_101_Return_10:25,10:25:00,10:25:00,2,1,,,,,
NORMAL_03_101_Return_10:25,10:32:04,10:32:04,3,2,,,,,
NORMAL_03_101_Return_20:35,20:35:00,20:35:00,2,1,,,,,
NORMAL_03_101_Return_20:35,20:43:05,20:43:05,3,2,,,,,
NORMAL_03_106_Return_17:35,17:35:00,17:35:00,13,1,,,,,
NORMAL_03_106_Return_17:35,17:56:45,17:56:45,2,2,,,,,
NORMAL_03_102_Return_09:40,09:40:00,09:40:00,7,1,,,,,
NORMAL_03_102_Return_09:40,09:50:48,09:50:48,10,2,,,,,
NORMAL_03_104_Go_15:50,15:50:00,15:50:00,10,1,,,,,
NORMAL_03_104_Go_15:50,16:00:37,16:00:37,11,2,,,,,
NORMAL_03_103_Go_10:00,10:00:00,10:00:00,10,1,,,,,
NORMAL_03_103_Go_10:00,10:13:59,10:13:59,9,2,,,,,
NORMAL_03_101_Go_11:35,11:35:00,11:35:00,3,1,,,,,
NORMAL_03_101_Go_11:35,11:44:09,11:44:09,2,2,,,,,
NORMAL_03_101_Return_18:25,18:25:00,18:25:00,2,1,,,,,
NORMAL_03_101_Return_18:25,18:32:32,18:32:32,3,2,,,,,
NORMAL_03_101_Return_19:05,19:05:00,19:05:00,2,1,,,,,
NORMAL_03_101_Return_19:05,19:12:16,19:12:16,3,2,,,,,
NORMAL_03_103_Return_21:40,21:40:00,21:40:00,9,1,,,,,
NORMAL_03_103_Return_21:40,21:50:48,21:50:48,10,2,,,,,
NORMAL_03_104_Return_20:10,20:10:00,20:10:00,11,1,,,,,
NORMAL_03_104_Return_20:10,20:21:21,20:21:21,10,2,,,,,
NORMAL_03_106_Go_09:15,09:15:00,09:15:00,2,1,,,,,
NORMAL_03_106_Go_09:15,09:29:26,09:29:26,13,2,,,,,
NORMAL_03_104_Return_14:50,14:50:00,14:50:00,11,1,,,,,
NORMAL_03_104_Return_14:50,15:00:41,15:00:41,10,2,,,,,
NORMAL_03_101_Go_13:20,13:20:00,13:20:00,3,1,,,,,
NORMAL_03_101_Go_13:20,13:31:18,13:31:18,2,2,,,,,
NORMAL_03_105_Go_17:15,17:15:00,17:15:00,10,1,,,,,
NORMAL_03_105_Go_17:15,17:29:22,17:29:22,3,2,,,,,
NORMAL_03_102_Return_17:00,17:00:00,17:00:00,7,1,,,,,
NORMAL_03_102_Return_17:00,17:13:49,17:13:49,10,2,,,,,
NORMAL_03_101_Go_18:40,18:40:00,18:40:00,3,1,,,,,
NORMAL_03_101_Go_18:40,18:49:05,18:49:05,2,2,,,,,
NORMAL_03_107_Go_11:20,11:20:00,11:20:00,10,1,,,,,
NORMAL_03_107_Go_11:20,11:31:54,11:31:54,2,2,,,,,
NORMAL_03_102_Return_19:05,19:05:00,19:05:00,7,1,,,,,
NORMAL_03_102_Return_19:05,19:17:45,19:17:45,10,2,,,,,
NORMAL_03_106_Go_10:35,10:35:00,10:35:00,2,1,,,,,
NORMAL_03_106_Go_10:35,10:49:26,10:49:26,13,2,,,,,
NORMAL_03_107_Return_14:50,14:50:00,14:50:00,2,1,,,,,
NORMAL_03_107_Return_14:50,14:59:39,14:59:39,10,2,,,,,
NORMAL_03_104_Return_17:55,17:55:00,17:55:00,11,1,,,,,
NORMAL_03_104_Return_17:55,18:06:21,18:06:21,10,2,,,,,
NORMAL_03_107_Go_15:20,15:20:00,15:20:00,10,1,,,,,
NORMAL_03_107_Go_15:20,15:31:54,15:31:54,2,2,,,,,
NORMAL_03_107_Return_17:30,17:30:00,17:30:00,2,1,,,,,
NORMAL_03_107_Return_17:30,17:39:39,17:39:39,10,2,,,,,
NORMAL_03_102_Return_15:30,15:30:00,15:30:00,7,1,,,,,
NORMAL_03_102_Return_15:30,15:41:00,15:41:00,10,2,,,,,
NORMAL_03_102_Go_22:05,22:05:00,22:05:00,10,1,,,,,
NORMAL_03_102_Go_22:05,22:16:19,22:16:19,7,2,,,,,
NORMAL_03_104_Go_10:30,10:30:00,10:30:00,10,1,,,,,
NORMAL_03_104_Go_10:30,10:40:05,10:40:05,11,2,,,,,
NORMAL_03_101_Go_10:00,10:00:00,10:00:00,3,1,,,,,
NORMAL_03_101_Go_10:00,10:08:56,10:08:56,2,2,,,,,
NORMAL_03_107_Return_10:35,10:35:00,10:35:00,2,1,,,,,
NORMAL_03_107_Return_10:35,10:44:39,10:44:39,10,2,,,,,
NORMAL_03_103_Go_08:55,08:55:00,08:55:00,10,1,,,,,
NORMAL_03_103_Go_08:55,09:08:59,09:08:59,9,2,,,,,
NORMAL_03_105_Return_19:10,19:10:00,19:10:00,3,1,,,,,
NORMAL_03_105_Return_19:10,19:21:02,19:49:16,4,2,,,,,
NORMAL_03_105_Return_19:10,19:55:18,20:25:23,5,3,,,,,
NORMAL_03_105_Return_19:10,20:40:23,20:40:23,10,4,,,,,
NORMAL_03_107_Return_12:20,12:20:00,12:20:00,2,1,,,,,
NORMAL_03_107_Return_12:20,12:29:39,12:29:39,10,2,,,,,
NORMAL_03_107_Go_16:30,16:30:00,16:30:00,10,1,,,,,
NORMAL_03_107_Go_16:30,16:41:54,16:41:54,2,2,,,,,
NORMAL_03_101_Go_11:25,11:25:00,11:25:00,3,1,,,,,
NORMAL_03_101_Go_11:25,11:34:09,11:34:09,2,2,,,,,
NORMAL_03_105_Go_09:45,09:45:00,09:45:00,10,1,,,,,
NORMAL_03_105_Go_09:45,09:56:40,09:56:40,3,2,,,,,
NORMAL_03_107_Go_20:40,20:40:00,20:40:00,10,1,,,,,
NORMAL_03_107_Go_20:40,20:51:54,20:51:54,2,2,,,,,
NORMAL_03_107_Return_14:20,14:20:00,14:20:00,2,1,,,,,
NORMAL_03_107_Return_14:20,14:29:39,14:29:39,10,2,,,,,
NORMAL_03_103_Return_09:00,09:00:00,09:00:00,9,1,,,,,
NORMAL_03_103_Return_09:00,09:10:48,09:10:48,10,2,,,,,
NORMAL_03_101_Return_21:55,21:55:00,21:55:00,2,1,,,,,
NORMAL_03_101_Return_21:55,22:02:35,22:02:35,3,2,,,,,
NORMAL_03_106_Return_09:35,09:35:00,09:35:00,13,1,,,,,
NORMAL_03_106_Return_09:35,09:56:45,09:56:45,2,2,,,,,
NORMAL_03_106_Return_10:05,10:05:00,10:05:00,13,1,,,,,
NORMAL_03_106_Return_10:05,10:26:45,10:26:45,2,2,,,,,
NORMAL_03_103_Go_07:35,07:35:00,07:35:00,10,1,,,,,
NORMAL_03_103_Go_07:35,07:48:59,07:48:59,9,2,,,,,
NORMAL_03_104_Return_11:05,11:05:00,11:05:00,11,1,,,,,
NORMAL_03_104_Return_11:05,11:15:43,11:15:43,10,2,,,,,
NORMAL_03_102_Go_11:20,11:20:00,11:20:00,10,1,,,,,
NORMAL_03_102_Go_11:20,11:29:36,11:29:36,7,2,,,,,
NORMAL_03_101_Go_06:30,06:30:00,06:30:00,3,1,,,,,
NORMAL_03_101_Go_06:30,06:39:01,06:39:01,2,2,,,,,
NORMAL_03_101_Go_08:45,08:45:00,08:45:00,3,1,,,,,
NORMAL_03_101_Go_08:45,08:54:17,08:54:17,2,2,,,,,
NORMAL_03_107_Go_17:25,17:25:00,17:25:00,10,1,,,,,
NORMAL_03_107_Go_17:25,17:36:54,17:36:54,2,2,,,,,
NORMAL_03_102_Return_17:05,17:05:00,17:05:00,7,1,,,,,
NORMAL_03_102_Return_17:05,17:18:49,17:18:49,10,2,,,,,
NORMAL_03_104_Go_15:35,15:35:00,15:35:00,10,1,,,,,
NORMAL_03_104_Go_15:35,15:45:37,15:45:37,11,2,,,,,
NORMAL_03_104_Return_10:35,10:35:00,10:35:00,11,1,,,,,
NORMAL_03_104_Return_10:35,10:46:12,10:46:12,10,2,,,,,
NORMAL_03_102_Go_08:40,08:40:00,08:40:00,10,1,,,,,
NORMAL_03_102_Go_08:40,08:49:46,08:49:46,7,2,,,,,
NORMAL_03_101_Go_15:20,15:20:00,15:20:00,3,1,,,,,
NORMAL_03_101_Go_15:20,15:28:55,15:28:55,2,2,,,,,
NORMAL_03_104_Go_20:30,20:30:00,20:30:00,10,1,,,,,
NORMAL_03_104_Go_20:30,20:40:37,20:40:37,11,2,,,,,
NORMAL_03_106_Go_11:55,11:55:00,11:55:00,2,1,,,,,
NORMAL_03_106_Go_11:55,12:09:26,12:09:26,13,2,,,,,
NORMAL_03_102_Go_14:30,14:30:00,14:30:00,10,1,,,,,
NORMAL_03_102_Go_14:30,14:40:07,14:40:07,7,2,,,,,
NORMAL_03_103_Return_17:05,17:05:00,17:05:00,9,1,,,,,
NORMAL_03_103_Return_17:05,17:15:48,17:15:48,10,2,,,,,
NORMAL_03_104_Go_08:15,08:15:00,08:15:00,10,1,,,,,
NORMAL_03_104_Go_08:15,08:25:47,08:25:47,11,2,,,,,
NORMAL_03_107_Go_09:25,09:25:00,09:25:00,10,1,,,,,
NORMAL_03_107_Go_09:25,09:36:54,09:36:54,2,2,,,,,
NORMAL_03_102_Go_08:15,08:15:00,08:15:00,10,1,,,,,
NORMAL_03_102_Go_08:15,08:24:46,08:24:46,7,2,,,,,
NORMAL_03_104_Return_15:30,15:30:00,15:30:00,11,1,,,,,
NORMAL_03_104_Return_15:30,15:41:21,15:41:21,10,2,,,,,
NORMAL_03_103_Return_21:30,21:30:00,21:30:00,9,1,,,,,
NORMAL_03_103_Return_21:30,21:40:48,21:40:48,10,2,,,,,
NORMAL_03_102_Go_16:00,16:00:00,16:00:00,10,1,,,,,
NORMAL_03_102_Go_16:00,16:10:29,16:10:29,7,2,,,,,
NORMAL_03_103_Return_13:00,13:00:00,13:00:00,9,1,,,,,
NORMAL_03_103_Return_13:00,13:10:48,13:10:48,10,2,,,,,
NORMAL_03_105_Return_08:25,08:25:00,08:25:00,3,1,,,,,
NORMAL_03_105_Return_08:25,08:32:47,09:10:15,4,2,,,,,
NORMAL_03_105_Return_08:25,09:14:51,09:23:29,5,3,,,,,
NORMAL_03_105_Return_08:25,09:51:54,09:51:54,10,4,,,,,
NORMAL_03_101_Return_13:05,13:05:00,13:05:00,2,1,,,,,
NORMAL_03_101_Return_13:05,13:13:47,13:13:47,3,2,,,,,
NORMAL_03_106_Go_16:25,16:25:00,16:25:00,2,1,,,,,
NORMAL_03_106_Go_16:25,16:39:26,16:39:26,13,2,,,,,
NORMAL_03_107_Return_15:30,15:30:00,15:30:00,2,1,,,,,
NORMAL_03_107_Return_15:30,15:39:39,15:39:39,10,2,,,,,
NORMAL_03_104_Go_08:05,08:05:00,08:05:00,10,1,,,,,
NORMAL_03_104_Go_08:05,08:15:47,08:15:47,11,2,,,,,
NORMAL_03_106_Return_16:15,16:15:00,16:15:00,13,1,,,,,
NORMAL_03_106_Return_16:15,16:36:45,16:36:45,2,2,,,,,
NORMAL_03_103_Return_19:40,19:40:00,19:40:00,9,1,,,,,
NORMAL_03_103_Return_19:40,19:50:48,19:50:48,10,2,,,,,
NORMAL_03_105_Return_09:10,09:10:00,09:10:00,3,1,,,,,
NORMAL_03_105_Return_09:10,09:19:39,09:26:24,4,2,,,,,
NORMAL_03_105_Return_09:10,09:32:01,09:45:09,5,3,,,,,
NORMAL_03_105_Return_09:10,10:10:33,10:10:33,10,4,,,,,
NORMAL_03_107_Return_18:50,18:50:00,18:50:00,2,1,,,,,
